1,Arsenal
2,Liverpool
3,Norwich
4,Sunderland
5,Swansea
6,West Brom
7,West Ham
8,Chelsea
9,Crystal Palace
10,Man City
11,Aston Villa
12,Everton
13,Fulham
14,Hull
15,Newcastle
16,Southampton
17,Stoke
18,Cardiff
19,Tottenham
20,Man United
21,Leicester
22,QPR
23,Burnley
24,Bournemouth
25,Watford
26,Middlesbrough
27,Brighton
28,Huddersfield
29,Wolves
