Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
17/08/13,5fc4529d9280f04a4cadda3d,5fc4529d9280f04a4cadda4c,1.0,3.0,A,1.0,1.0,D,5fc451059280f04a4cad63c8,16.0,9.0,4.0,4.0,15.0,18.0,4.0,3.0,4.0,5.0,1.0,0.0,2013-14
17/08/13,5fc4529d9280f04a4cadda4d,5fc4529d9280f04a4cadda3c,1.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63c7,26.0,10.0,11.0,4.0,11.0,11.0,12.0,6.0,1.0,1.0,0.0,0.0,2013-14
17/08/13,5fc4529d9280f04a4cadda40,5fc4529d9280f04a4cadda36,2.0,2.0,D,0.0,0.0,D,5fc451059280f04a4cad63cc,8.0,19.0,2.0,6.0,13.0,10.0,6.0,8.0,2.0,0.0,0.0,0.0,2013-14
17/08/13,5fc4529d9280f04a4cadda4b,5fc4529d9280f04a4cadda37,0.0,1.0,A,0.0,0.0,D,5fc451059280f04a4cad63c9,20.0,5.0,3.0,1.0,14.0,14.0,6.0,1.0,0.0,3.0,0.0,0.0,2013-14
17/08/13,5fc4529d9280f04a4cadda43,5fc4529d9280f04a4cadda41,1.0,4.0,A,0.0,2.0,A,5fc451059280f04a4cad63d5,17.0,15.0,6.0,7.0,13.0,10.0,7.0,4.0,1.0,3.0,0.0,0.0,2013-14
17/08/13,5fc4529d9280f04a4cadda35,5fc4529d9280f04a4cadda3b,0.0,1.0,A,0.0,0.0,D,5fc451059280f04a4cad63cf,11.0,7.0,1.0,2.0,14.0,24.0,4.0,8.0,4.0,0.0,0.0,0.0,2013-14
17/08/13,5fc4529d9280f04a4cadda38,5fc4529d9280f04a4cadda3e,2.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63cb,18.0,12.0,4.0,1.0,10.0,7.0,4.0,3.0,0.0,1.0,0.0,0.0,2013-14
18/08/13,5fc4529d9280f04a4cadda46,5fc4529d9280f04a4cadda39,2.0,0.0,H,2.0,0.0,H,5fc451059280f04a4cad63d0,22.0,7.0,5.0,2.0,7.0,16.0,5.0,1.0,0.0,1.0,0.0,0.0,2013-14
18/08/13,5fc4529d9280f04a4cadda47,5fc4529d9280f04a4cadda49,0.0,1.0,A,0.0,0.0,D,5fc451059280f04a4cad63d4,5.0,17.0,3.0,2.0,6.0,9.0,3.0,7.0,1.0,0.0,0.0,0.0,2013-14
19/08/13,5fc4529d9280f04a4cadda3f,5fc4529d9280f04a4cadda3a,4.0,0.0,H,2.0,0.0,H,5fc451059280f04a4cad63d8,20.0,5.0,11.0,1.0,9.0,7.0,8.0,1.0,2.0,3.0,0.0,1.0,2013-14
21/08/13,5fc4529d9280f04a4cadda46,5fc4529d9280f04a4cadda4c,2.0,1.0,H,1.0,1.0,D,5fc451059280f04a4cad63cf,15.0,7.0,3.0,3.0,12.0,13.0,1.0,2.0,1.0,4.0,0.0,0.0,2013-14
24/08/13,5fc4529d9280f04a4cadda4c,5fc4529d9280f04a4cadda4d,0.0,1.0,A,0.0,1.0,A,5fc451059280f04a4cad63d4,17.0,5.0,3.0,1.0,9.0,8.0,8.0,2.0,3.0,3.0,0.0,0.0,2013-14
24/08/13,5fc4529d9280f04a4cadda36,5fc4529d9280f04a4cadda35,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63d3,22.0,7.0,8.0,2.0,14.0,15.0,11.0,1.0,1.0,1.0,0.0,0.0,2013-14
24/08/13,5fc4529d9280f04a4cadda37,5fc4529d9280f04a4cadda3d,1.0,3.0,A,0.0,2.0,A,5fc451059280f04a4cad63cb,16.0,18.0,7.0,7.0,10.0,8.0,1.0,8.0,2.0,2.0,0.0,0.0,2013-14
24/08/13,5fc4529d9280f04a4cadda39,5fc4529d9280f04a4cadda40,1.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63ca,6.0,13.0,1.0,4.0,14.0,19.0,1.0,5.0,1.0,1.0,1.0,0.0,2013-14
24/08/13,5fc4529d9280f04a4cadda3a,5fc4529d9280f04a4cadda38,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63d5,16.0,6.0,0.0,1.0,12.0,14.0,5.0,4.0,0.0,1.0,0.0,0.0,2013-14
24/08/13,5fc4529d9280f04a4cadda3b,5fc4529d9280f04a4cadda4b,1.0,1.0,D,0.0,1.0,A,5fc451059280f04a4cad63dd,17.0,8.0,6.0,3.0,12.0,13.0,5.0,2.0,2.0,2.0,0.0,0.0,2013-14
24/08/13,5fc4529d9280f04a4cadda3c,5fc4529d9280f04a4cadda47,2.0,1.0,H,0.0,1.0,A,5fc451059280f04a4cad63d8,14.0,14.0,5.0,5.0,13.0,6.0,7.0,0.0,3.0,0.0,0.0,0.0,2013-14
25/08/13,5fc4529d9280f04a4cadda3e,5fc4529d9280f04a4cadda3f,3.0,2.0,H,0.0,0.0,D,5fc451059280f04a4cad63cd,9.0,16.0,6.0,5.0,2.0,9.0,3.0,8.0,0.0,0.0,0.0,0.0,2013-14
25/08/13,5fc4529d9280f04a4cadda49,5fc4529d9280f04a4cadda43,1.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63c9,19.0,7.0,5.0,5.0,10.0,15.0,8.0,3.0,1.0,4.0,0.0,0.0,2013-14
26/08/13,5fc4529d9280f04a4cadda41,5fc4529d9280f04a4cadda46,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63c7,13.0,8.0,3.0,4.0,9.0,9.0,4.0,1.0,0.0,2.0,0.0,0.0,2013-14
31/08/13,5fc4529d9280f04a4cadda3e,5fc4529d9280f04a4cadda36,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63c8,4.0,13.0,1.0,3.0,11.0,9.0,4.0,5.0,1.0,1.0,0.0,0.0,2013-14
31/08/13,5fc4529d9280f04a4cadda47,5fc4529d9280f04a4cadda4b,3.0,1.0,H,1.0,0.0,H,5fc451059280f04a4cad63cd,17.0,10.0,6.0,2.0,6.0,6.0,6.0,6.0,1.0,0.0,0.0,1.0,2013-14
31/08/13,5fc4529d9280f04a4cadda3f,5fc4529d9280f04a4cadda39,2.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63d5,12.0,7.0,6.0,2.0,15.0,14.0,7.0,4.0,2.0,3.0,0.0,0.0,2013-14
31/08/13,5fc4529d9280f04a4cadda3a,5fc4529d9280f04a4cadda37,1.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63d7,24.0,3.0,9.0,2.0,13.0,9.0,13.0,2.0,2.0,2.0,0.0,0.0,2013-14
31/08/13,5fc4529d9280f04a4cadda40,5fc4529d9280f04a4cadda3b,1.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63cb,15.0,11.0,4.0,2.0,11.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0,2013-14
31/08/13,5fc4529d9280f04a4cadda38,5fc4529d9280f04a4cadda3c,0.0,1.0,A,0.0,0.0,D,5fc451059280f04a4cad63d0,9.0,15.0,0.0,5.0,10.0,12.0,3.0,4.0,2.0,1.0,0.0,0.0,2013-14
01/09/13,5fc4529d9280f04a4cadda3d,5fc4529d9280f04a4cadda49,1.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63cc,12.0,14.0,5.0,4.0,15.0,14.0,3.0,6.0,2.0,2.0,0.0,0.0,2013-14
01/09/13,5fc4529d9280f04a4cadda4d,5fc4529d9280f04a4cadda41,1.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63d8,10.0,10.0,5.0,4.0,15.0,15.0,2.0,7.0,2.0,4.0,0.0,0.0,2013-14
01/09/13,5fc4529d9280f04a4cadda35,5fc4529d9280f04a4cadda43,0.0,2.0,A,0.0,1.0,A,5fc451059280f04a4cad63da,10.0,12.0,1.0,4.0,10.0,14.0,2.0,3.0,4.0,3.0,0.0,0.0,2013-14
14/09/13,5fc4529d9280f04a4cadda4c,5fc4529d9280f04a4cadda3a,1.0,2.0,A,0.0,1.0,A,5fc451059280f04a4cad63da,10.0,17.0,1.0,8.0,9.0,11.0,4.0,2.0,1.0,4.0,0.0,0.0,2013-14
14/09/13,5fc4529d9280f04a4cadda36,5fc4529d9280f04a4cadda46,1.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63cb,11.0,22.0,5.0,5.0,10.0,12.0,5.0,7.0,0.0,4.0,0.0,0.0,2013-14
14/09/13,5fc4529d9280f04a4cadda37,5fc4529d9280f04a4cadda35,1.0,1.0,D,1.0,0.0,H,5fc451059280f04a4cad63cd,12.0,12.0,2.0,4.0,9.0,12.0,4.0,5.0,0.0,1.0,0.0,0.0,2013-14
14/09/13,5fc4529d9280f04a4cadda39,5fc4529d9280f04a4cadda3e,1.0,1.0,D,1.0,0.0,H,5fc451059280f04a4cad63e1,18.0,10.0,5.0,2.0,8.0,8.0,6.0,2.0,1.0,2.0,0.0,0.0,2013-14
14/09/13,5fc4529d9280f04a4cadda41,5fc4529d9280f04a4cadda47,2.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63d0,19.0,4.0,7.0,0.0,8.0,11.0,10.0,1.0,1.0,2.0,0.0,1.0,2013-14
14/09/13,5fc4529d9280f04a4cadda3c,5fc4529d9280f04a4cadda3f,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63d4,11.0,10.0,3.0,3.0,13.0,11.0,2.0,4.0,1.0,1.0,0.0,0.0,2013-14
14/09/13,5fc4529d9280f04a4cadda4b,5fc4529d9280f04a4cadda3d,1.0,3.0,A,0.0,1.0,A,5fc451059280f04a4cad63c7,17.0,14.0,2.0,6.0,12.0,10.0,6.0,7.0,1.0,2.0,0.0,0.0,2013-14
14/09/13,5fc4529d9280f04a4cadda49,5fc4529d9280f04a4cadda40,2.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63dd,23.0,4.0,7.0,1.0,2.0,12.0,8.0,1.0,1.0,3.0,0.0,0.0,2013-14
15/09/13,5fc4529d9280f04a4cadda3b,5fc4529d9280f04a4cadda38,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63d8,15.0,6.0,5.0,1.0,12.0,10.0,10.0,4.0,1.0,3.0,0.0,0.0,2013-14
16/09/13,5fc4529d9280f04a4cadda43,5fc4529d9280f04a4cadda4d,2.0,2.0,D,1.0,2.0,A,5fc451059280f04a4cad63cc,17.0,12.0,8.0,5.0,7.0,10.0,3.0,7.0,2.0,3.0,0.0,0.0,2013-14
21/09/13,5fc4529d9280f04a4cadda46,5fc4529d9280f04a4cadda37,2.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63d8,26.0,4.0,10.0,1.0,11.0,9.0,13.0,3.0,0.0,0.0,0.0,0.0,2013-14
21/09/13,5fc4529d9280f04a4cadda4d,5fc4529d9280f04a4cadda3b,0.0,1.0,A,0.0,0.0,D,5fc451059280f04a4cad63c9,10.0,12.0,5.0,7.0,6.0,9.0,6.0,6.0,0.0,1.0,0.0,0.0,2013-14
21/09/13,5fc4529d9280f04a4cadda3a,5fc4529d9280f04a4cadda39,2.0,3.0,A,2.0,1.0,H,5fc451059280f04a4cad63c7,15.0,12.0,2.0,5.0,11.0,8.0,3.0,3.0,1.0,1.0,0.0,0.0,2013-14
21/09/13,5fc4529d9280f04a4cadda40,5fc4529d9280f04a4cadda4c,0.0,1.0,A,0.0,1.0,A,5fc451059280f04a4cad63d7,12.0,16.0,1.0,4.0,15.0,10.0,7.0,4.0,1.0,0.0,0.0,0.0,2013-14
21/09/13,5fc4529d9280f04a4cadda35,5fc4529d9280f04a4cadda4b,3.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63d5,13.0,7.0,4.0,0.0,9.0,10.0,5.0,6.0,0.0,2.0,0.0,0.0,2013-14
21/09/13,5fc4529d9280f04a4cadda38,5fc4529d9280f04a4cadda36,2.0,3.0,A,1.0,0.0,H,5fc451059280f04a4cad63dd,9.0,10.0,1.0,4.0,16.0,12.0,5.0,5.0,2.0,1.0,1.0,0.0,2013-14
22/09/13,5fc4529d9280f04a4cadda3d,5fc4529d9280f04a4cadda3c,3.0,1.0,H,2.0,1.0,H,5fc451059280f04a4cad63da,16.0,9.0,8.0,3.0,8.0,15.0,6.0,7.0,0.0,2.0,0.0,0.0,2013-14
22/09/13,5fc4529d9280f04a4cadda3e,5fc4529d9280f04a4cadda49,0.0,1.0,A,0.0,0.0,D,5fc451059280f04a4cad63d4,6.0,29.0,0.0,12.0,5.0,7.0,2.0,12.0,1.0,4.0,0.0,0.0,2013-14
22/09/13,5fc4529d9280f04a4cadda47,5fc4529d9280f04a4cadda43,0.0,2.0,A,0.0,1.0,A,5fc451059280f04a4cad63cf,9.0,15.0,1.0,7.0,13.0,9.0,6.0,7.0,2.0,2.0,0.0,0.0,2013-14
22/09/13,5fc4529d9280f04a4cadda3f,5fc4529d9280f04a4cadda41,4.0,1.0,H,2.0,0.0,H,5fc451059280f04a4cad63cb,18.0,14.0,5.0,3.0,8.0,12.0,8.0,4.0,1.0,2.0,0.0,0.0,2013-14
28/09/13,5fc4529d9280f04a4cadda4c,5fc4529d9280f04a4cadda3f,3.0,2.0,H,0.0,1.0,A,5fc451059280f04a4cad63ca,8.0,20.0,4.0,7.0,13.0,9.0,2.0,13.0,1.0,1.0,0.0,0.0,2013-14
28/09/13,5fc4529d9280f04a4cadda37,5fc4529d9280f04a4cadda3e,1.0,2.0,A,1.0,1.0,D,5fc451059280f04a4cad63d1,9.0,22.0,5.0,4.0,14.0,13.0,11.0,10.0,1.0,1.0,0.0,0.0,2013-14
28/09/13,5fc4529d9280f04a4cadda39,5fc4529d9280f04a4cadda38,1.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63cf,9.0,18.0,2.0,5.0,11.0,12.0,6.0,6.0,1.0,2.0,0.0,0.0,2013-14
28/09/13,5fc4529d9280f04a4cadda41,5fc4529d9280f04a4cadda35,1.0,2.0,A,0.0,0.0,D,5fc451059280f04a4cad63cc,14.0,12.0,6.0,4.0,10.0,14.0,5.0,8.0,3.0,2.0,0.0,0.0,2013-14
28/09/13,5fc4529d9280f04a4cadda3b,5fc4529d9280f04a4cadda47,2.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63c7,12.0,8.0,3.0,0.0,11.0,12.0,8.0,2.0,1.0,2.0,0.0,0.0,2013-14
28/09/13,5fc4529d9280f04a4cadda43,5fc4529d9280f04a4cadda3d,1.0,2.0,A,0.0,0.0,D,5fc451059280f04a4cad63d4,10.0,10.0,3.0,4.0,5.0,11.0,4.0,3.0,3.0,2.0,0.0,0.0,2013-14
28/09/13,5fc4529d9280f04a4cadda49,5fc4529d9280f04a4cadda46,1.0,1.0,D,1.0,0.0,H,5fc451059280f04a4cad63da,12.0,11.0,4.0,5.0,14.0,14.0,4.0,5.0,5.0,1.0,0.0,1.0,2013-14
29/09/13,5fc4529d9280f04a4cadda3c,5fc4529d9280f04a4cadda40,0.0,1.0,A,0.0,1.0,A,5fc451059280f04a4cad63c8,8.0,8.0,1.0,3.0,14.0,12.0,7.0,3.0,2.0,1.0,0.0,0.0,2013-14
29/09/13,5fc4529d9280f04a4cadda4b,5fc4529d9280f04a4cadda4d,1.0,3.0,A,0.0,2.0,A,5fc451059280f04a4cad63cb,23.0,15.0,5.0,6.0,8.0,10.0,10.0,8.0,2.0,1.0,0.0,0.0,2013-14
30/09/13,5fc4529d9280f04a4cadda36,5fc4529d9280f04a4cadda3a,3.0,2.0,H,3.0,0.0,H,5fc451059280f04a4cad63d5,18.0,15.0,7.0,6.0,5.0,15.0,1.0,1.0,3.0,1.0,0.0,0.0,2013-14
05/10/13,5fc4529d9280f04a4cadda3e,5fc4529d9280f04a4cadda3a,1.0,2.0,A,0.0,2.0,A,5fc451059280f04a4cad63cf,8.0,20.0,2.0,10.0,11.0,8.0,3.0,3.0,1.0,0.0,0.0,0.0,2013-14
05/10/13,5fc4529d9280f04a4cadda37,5fc4529d9280f04a4cadda3c,1.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63d3,9.0,16.0,2.0,3.0,11.0,13.0,7.0,5.0,3.0,2.0,0.0,0.0,2013-14
05/10/13,5fc4529d9280f04a4cadda39,5fc4529d9280f04a4cadda4c,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63d4,6.0,18.0,1.0,4.0,7.0,11.0,7.0,7.0,2.0,1.0,0.0,0.0,2013-14
05/10/13,5fc4529d9280f04a4cadda4d,5fc4529d9280f04a4cadda47,3.0,1.0,H,3.0,0.0,H,5fc451059280f04a4cad63c8,13.0,11.0,7.0,2.0,11.0,6.0,11.0,3.0,2.0,1.0,0.0,0.0,2013-14
05/10/13,5fc4529d9280f04a4cadda3f,5fc4529d9280f04a4cadda36,3.0,1.0,H,2.0,1.0,H,5fc451059280f04a4cad63d0,12.0,6.0,6.0,4.0,15.0,10.0,8.0,1.0,5.0,4.0,0.0,0.0,2013-14
05/10/13,5fc4529d9280f04a4cadda4b,5fc4529d9280f04a4cadda41,1.0,2.0,A,1.0,0.0,H,5fc451059280f04a4cad63d7,6.0,13.0,2.0,6.0,15.0,13.0,4.0,4.0,2.0,4.0,0.0,0.0,2013-14
06/10/13,5fc4529d9280f04a4cadda40,5fc4529d9280f04a4cadda46,1.0,3.0,A,0.0,1.0,A,5fc451059280f04a4cad63c9,14.0,22.0,3.0,8.0,12.0,9.0,4.0,6.0,1.0,1.0,0.0,0.0,2013-14
06/10/13,5fc4529d9280f04a4cadda3b,5fc4529d9280f04a4cadda43,2.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63da,12.0,17.0,4.0,7.0,13.0,8.0,7.0,4.0,3.0,1.0,0.0,0.0,2013-14
06/10/13,5fc4529d9280f04a4cadda49,5fc4529d9280f04a4cadda38,0.0,3.0,A,0.0,0.0,D,5fc451059280f04a4cad63cd,14.0,16.0,4.0,5.0,5.0,9.0,6.0,7.0,0.0,0.0,0.0,0.0,2013-14
06/10/13,5fc4529d9280f04a4cadda35,5fc4529d9280f04a4cadda3d,1.0,1.0,D,1.0,0.0,H,5fc451059280f04a4cad63dd,12.0,14.0,4.0,5.0,6.0,11.0,6.0,2.0,1.0,2.0,0.0,0.0,2013-14
19/10/13,5fc4529d9280f04a4cadda3d,5fc4529d9280f04a4cadda40,4.0,1.0,H,1.0,0.0,H,5fc451059280f04a4cad63cd,20.0,12.0,11.0,6.0,8.0,7.0,10.0,1.0,0.0,0.0,0.0,0.0,2013-14
19/10/13,5fc4529d9280f04a4cadda46,5fc4529d9280f04a4cadda3e,4.0,1.0,H,1.0,1.0,D,5fc451059280f04a4cad63c8,20.0,13.0,7.0,3.0,12.0,5.0,6.0,9.0,1.0,2.0,0.0,0.0,2013-14
19/10/13,5fc4529d9280f04a4cadda36,5fc4529d9280f04a4cadda39,2.0,1.0,H,1.0,1.0,D,5fc451059280f04a4cad63c9,14.0,9.0,6.0,1.0,7.0,17.0,5.0,7.0,3.0,1.0,0.0,0.0,2013-14
19/10/13,5fc4529d9280f04a4cadda41,5fc4529d9280f04a4cadda3b,1.0,1.0,D,1.0,0.0,H,5fc451059280f04a4cad63ca,12.0,18.0,5.0,7.0,10.0,19.0,4.0,4.0,2.0,3.0,0.0,0.0,2013-14
19/10/13,5fc4529d9280f04a4cadda3a,5fc4529d9280f04a4cadda4d,2.0,2.0,D,1.0,1.0,D,5fc451059280f04a4cad63d8,14.0,23.0,4.0,7.0,8.0,10.0,3.0,13.0,2.0,3.0,1.0,0.0,2013-14
19/10/13,5fc4529d9280f04a4cadda3c,5fc4529d9280f04a4cadda35,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63cb,9.0,12.0,3.0,5.0,12.0,10.0,6.0,6.0,1.0,0.0,0.0,0.0,2013-14
19/10/13,5fc4529d9280f04a4cadda43,5fc4529d9280f04a4cadda4b,4.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63d1,14.0,6.0,6.0,1.0,12.0,13.0,7.0,2.0,1.0,2.0,0.0,0.0,2013-14
19/10/13,5fc4529d9280f04a4cadda38,5fc4529d9280f04a4cadda3f,1.0,3.0,A,0.0,1.0,A,5fc451059280f04a4cad63cc,11.0,16.0,2.0,9.0,7.0,12.0,5.0,5.0,1.0,2.0,0.0,0.0,2013-14
20/10/13,5fc4529d9280f04a4cadda4c,5fc4529d9280f04a4cadda49,0.0,2.0,A,0.0,1.0,A,5fc451059280f04a4cad63d5,15.0,13.0,2.0,6.0,13.0,12.0,4.0,7.0,3.0,4.0,0.0,0.0,2013-14
21/10/13,5fc4529d9280f04a4cadda47,5fc4529d9280f04a4cadda37,1.0,4.0,A,1.0,2.0,A,5fc451059280f04a4cad63dd,14.0,9.0,4.0,6.0,10.0,13.0,5.0,7.0,0.0,1.0,0.0,0.0,2013-14
26/10/13,5fc4529d9280f04a4cadda4c,5fc4529d9280f04a4cadda36,0.0,2.0,A,0.0,0.0,D,5fc451059280f04a4cad63c8,14.0,15.0,3.0,4.0,14.0,8.0,8.0,6.0,0.0,2.0,0.0,0.0,2013-14
26/10/13,5fc4529d9280f04a4cadda47,5fc4529d9280f04a4cadda3d,0.0,2.0,A,0.0,0.0,D,5fc451059280f04a4cad63d7,13.0,10.0,4.0,4.0,12.0,8.0,4.0,3.0,0.0,0.0,0.0,1.0,2013-14
26/10/13,5fc4529d9280f04a4cadda4d,5fc4529d9280f04a4cadda35,4.0,1.0,H,2.0,0.0,H,5fc451059280f04a4cad63d0,18.0,15.0,7.0,3.0,14.0,11.0,3.0,9.0,0.0,2.0,0.0,0.0,2013-14
26/10/13,5fc4529d9280f04a4cadda41,5fc4529d9280f04a4cadda3c,3.0,2.0,H,1.0,2.0,A,5fc451059280f04a4cad63dd,19.0,10.0,5.0,5.0,8.0,18.0,12.0,2.0,2.0,6.0,0.0,0.0,2013-14
26/10/13,5fc4529d9280f04a4cadda40,5fc4529d9280f04a4cadda3e,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63ca,31.0,6.0,10.0,4.0,8.0,10.0,13.0,2.0,1.0,1.0,0.0,0.0,2013-14
26/10/13,5fc4529d9280f04a4cadda3b,5fc4529d9280f04a4cadda37,2.0,0.0,H,2.0,0.0,H,5fc451059280f04a4cad63d8,20.0,1.0,6.0,0.0,12.0,8.0,10.0,3.0,0.0,2.0,0.0,0.0,2013-14
27/10/13,5fc4529d9280f04a4cadda46,5fc4529d9280f04a4cadda3f,2.0,1.0,H,1.0,0.0,H,5fc451059280f04a4cad63cb,12.0,15.0,4.0,6.0,11.0,15.0,3.0,6.0,2.0,3.0,0.0,0.0,2013-14
27/10/13,5fc4529d9280f04a4cadda4b,5fc4529d9280f04a4cadda3a,2.0,1.0,H,1.0,0.0,H,5fc451059280f04a4cad63cd,8.0,16.0,4.0,4.0,13.0,14.0,5.0,3.0,1.0,1.0,0.0,0.0,2013-14
27/10/13,5fc4529d9280f04a4cadda43,5fc4529d9280f04a4cadda38,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63d5,10.0,15.0,5.0,4.0,12.0,14.0,9.0,6.0,1.0,3.0,0.0,0.0,2013-14
27/10/13,5fc4529d9280f04a4cadda49,5fc4529d9280f04a4cadda39,1.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63cc,15.0,10.0,6.0,4.0,13.0,10.0,6.0,4.0,3.0,3.0,0.0,0.0,2013-14
02/11/13,5fc4529d9280f04a4cadda3d,5fc4529d9280f04a4cadda4d,2.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63c7,12.0,12.0,7.0,4.0,11.0,7.0,3.0,5.0,2.0,1.0,0.0,0.0,2013-14
02/11/13,5fc4529d9280f04a4cadda37,5fc4529d9280f04a4cadda41,1.0,3.0,A,0.0,3.0,A,5fc451059280f04a4cad63cd,15.0,10.0,6.0,4.0,6.0,12.0,4.0,4.0,2.0,1.0,0.0,0.0,2013-14
02/11/13,5fc4529d9280f04a4cadda39,5fc4529d9280f04a4cadda4b,1.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63d8,25.0,9.0,2.0,1.0,17.0,11.0,4.0,2.0,2.0,0.0,0.0,2.0,2013-14
02/11/13,5fc4529d9280f04a4cadda3f,5fc4529d9280f04a4cadda40,7.0,0.0,H,4.0,0.0,H,5fc451059280f04a4cad63d5,27.0,7.0,9.0,1.0,6.0,9.0,10.0,3.0,1.0,1.0,0.0,0.0,2013-14
02/11/13,5fc4529d9280f04a4cadda3a,5fc4529d9280f04a4cadda46,2.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63dd,15.0,13.0,8.0,2.0,13.0,11.0,3.0,8.0,2.0,2.0,0.0,0.0,2013-14
02/11/13,5fc4529d9280f04a4cadda3c,5fc4529d9280f04a4cadda3b,1.0,1.0,D,1.0,1.0,D,5fc451059280f04a4cad63d7,9.0,10.0,3.0,2.0,13.0,13.0,5.0,5.0,3.0,1.0,0.0,0.0,2013-14
02/11/13,5fc4529d9280f04a4cadda35,5fc4529d9280f04a4cadda47,2.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63c9,9.0,12.0,4.0,4.0,11.0,9.0,10.0,3.0,0.0,1.0,0.0,0.0,2013-14
02/11/13,5fc4529d9280f04a4cadda38,5fc4529d9280f04a4cadda4c,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63cb,17.0,8.0,4.0,2.0,8.0,15.0,5.0,1.0,0.0,2.0,0.0,0.0,2013-14
03/11/13,5fc4529d9280f04a4cadda3e,5fc4529d9280f04a4cadda43,1.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63da,9.0,10.0,3.0,3.0,11.0,7.0,6.0,3.0,1.0,1.0,0.0,1.0,2013-14
03/11/13,5fc4529d9280f04a4cadda36,5fc4529d9280f04a4cadda49,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63cf,8.0,16.0,1.0,6.0,11.0,9.0,7.0,4.0,4.0,1.0,0.0,0.0,2013-14
09/11/13,5fc4529d9280f04a4cadda4c,5fc4529d9280f04a4cadda3e,2.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63c7,17.0,8.0,6.0,2.0,10.0,3.0,5.0,3.0,1.0,1.0,0.0,0.0,2013-14
09/11/13,5fc4529d9280f04a4cadda46,5fc4529d9280f04a4cadda35,2.0,2.0,D,1.0,0.0,H,5fc451059280f04a4cad63cd,17.0,11.0,7.0,3.0,11.0,15.0,9.0,4.0,3.0,7.0,0.0,0.0,2013-14
09/11/13,5fc4529d9280f04a4cadda47,5fc4529d9280f04a4cadda36,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63d1,9.0,15.0,2.0,2.0,16.0,8.0,4.0,7.0,1.0,0.0,0.0,0.0,2013-14
09/11/13,5fc4529d9280f04a4cadda4d,5fc4529d9280f04a4cadda37,4.0,0.0,H,3.0,0.0,H,5fc451059280f04a4cad63ca,32.0,4.0,10.0,1.0,13.0,9.0,9.0,3.0,0.0,1.0,0.0,0.0,2013-14
09/11/13,5fc4529d9280f04a4cadda40,5fc4529d9280f04a4cadda38,3.0,1.0,H,0.0,1.0,A,5fc451059280f04a4cad63d0,15.0,12.0,6.0,4.0,12.0,11.0,4.0,2.0,1.0,1.0,0.0,0.0,2013-14
09/11/13,5fc4529d9280f04a4cadda3b,5fc4529d9280f04a4cadda39,4.0,1.0,H,3.0,0.0,H,5fc451059280f04a4cad63cb,15.0,10.0,7.0,2.0,10.0,15.0,6.0,5.0,1.0,2.0,0.0,0.0,2013-14
10/11/13,5fc4529d9280f04a4cadda41,5fc4529d9280f04a4cadda3d,1.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63cc,5.0,10.0,2.0,2.0,12.0,11.0,5.0,6.0,2.0,3.0,0.0,0.0,2013-14
