Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
06/12/14,5fc4529d9280f04a4cadda4d,5fc4529d9280f04a4cadda4b,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63c9,15.0,7.0,2.0,1.0,12.0,15.0,5.0,7.0,1.0,3.0,0.0,0.0,2014-15
06/12/14,5fc4529d9280f04a4cadda3f,5fc4529d9280f04a4cadda36,1.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63d8,19.0,9.0,3.0,2.0,8.0,11.0,11.0,7.0,3.0,3.0,0.0,0.0,2014-15
06/12/14,5fc4529d9280f04a4cadda3a,5fc4529d9280f04a4cadda46,2.0,1.0,H,0.0,0.0,D,5fc451059280f04a4cad63c7,9.0,26.0,3.0,8.0,8.0,6.0,1.0,10.0,2.0,3.0,1.0,0.0,2014-15
06/12/14,5fc4529d9280f04a4cadda44,5fc4529d9280f04a4cadda45,2.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63d0,11.0,15.0,6.0,3.0,12.0,12.0,3.0,11.0,1.0,1.0,1.0,0.0,2014-15
06/12/14,5fc4529d9280f04a4cadda3c,5fc4529d9280f04a4cadda3d,3.0,2.0,H,3.0,0.0,H,5fc451059280f04a4cad63c8,13.0,15.0,4.0,6.0,17.0,14.0,3.0,9.0,3.0,2.0,0.0,1.0,2014-15
06/12/14,5fc4529d9280f04a4cadda49,5fc4529d9280f04a4cadda47,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63dd,14.0,16.0,3.0,4.0,11.0,10.0,2.0,12.0,1.0,0.0,0.0,0.0,2014-15
07/12/14,5fc4529d9280f04a4cadda4c,5fc4529d9280f04a4cadda42,2.0,1.0,H,1.0,1.0,D,5fc451059280f04a4cad63d1,16.0,10.0,7.0,4.0,9.0,14.0,5.0,5.0,4.0,4.0,0.0,1.0,2014-15
07/12/14,5fc4529d9280f04a4cadda38,5fc4529d9280f04a4cadda43,3.0,1.0,H,1.0,1.0,D,5fc451059280f04a4cad63d7,15.0,11.0,7.0,2.0,11.0,18.0,7.0,4.0,0.0,1.0,0.0,1.0,2014-15
08/12/14,5fc4529d9280f04a4cadda3b,5fc4529d9280f04a4cadda41,1.0,2.0,A,1.0,1.0,D,5fc451059280f04a4cad63cf,15.0,3.0,4.0,2.0,12.0,9.0,5.0,1.0,2.0,1.0,0.0,0.0,2014-15
13/12/14,5fc4529d9280f04a4cadda3d,5fc4529d9280f04a4cadda3a,4.0,1.0,H,1.0,0.0,H,5fc451059280f04a4cad63dd,17.0,10.0,4.0,4.0,14.0,15.0,9.0,6.0,2.0,2.0,0.0,0.0,2014-15
13/12/14,5fc4529d9280f04a4cadda45,5fc4529d9280f04a4cadda3b,1.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63d4,7.0,15.0,2.0,4.0,15.0,11.0,2.0,5.0,1.0,3.0,0.0,0.0,2014-15
13/12/14,5fc4529d9280f04a4cadda46,5fc4529d9280f04a4cadda39,2.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63d7,12.0,8.0,3.0,0.0,13.0,13.0,5.0,4.0,3.0,3.0,0.0,1.0,2014-15
13/12/14,5fc4529d9280f04a4cadda47,5fc4529d9280f04a4cadda3c,1.0,1.0,D,1.0,1.0,D,5fc451059280f04a4cad63cf,10.0,7.0,3.0,3.0,12.0,11.0,9.0,8.0,2.0,0.0,0.0,0.0,2014-15
13/12/14,5fc4529d9280f04a4cadda42,5fc4529d9280f04a4cadda3f,0.0,1.0,A,0.0,1.0,A,5fc451059280f04a4cad63d0,7.0,9.0,1.0,4.0,15.0,13.0,8.0,2.0,0.0,2.0,0.0,0.0,2014-15
13/12/14,5fc4529d9280f04a4cadda4b,5fc4529d9280f04a4cadda38,1.0,1.0,D,1.0,1.0,D,5fc451059280f04a4cad63d5,13.0,19.0,4.0,8.0,11.0,18.0,6.0,8.0,2.0,2.0,0.0,0.0,2014-15
13/12/14,5fc4529d9280f04a4cadda35,5fc4529d9280f04a4cadda4c,1.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63da,13.0,7.0,5.0,2.0,17.0,12.0,4.0,2.0,4.0,2.0,0.0,1.0,2014-15
14/12/14,5fc4529d9280f04a4cadda41,5fc4529d9280f04a4cadda4d,3.0,0.0,H,2.0,0.0,H,5fc451059280f04a4cad63c7,11.0,19.0,6.0,9.0,13.0,14.0,2.0,7.0,4.0,3.0,0.0,0.0,2014-15
14/12/14,5fc4529d9280f04a4cadda43,5fc4529d9280f04a4cadda49,1.0,2.0,A,0.0,1.0,A,5fc451059280f04a4cad63e1,15.0,10.0,3.0,4.0,7.0,17.0,7.0,9.0,3.0,4.0,0.0,0.0,2014-15
15/12/14,5fc4529d9280f04a4cadda36,5fc4529d9280f04a4cadda44,3.0,1.0,H,2.0,0.0,H,5fc451059280f04a4cad63c9,13.0,17.0,5.0,4.0,11.0,12.0,1.0,8.0,1.0,1.0,0.0,0.0,2014-15
20/12/14,5fc4529d9280f04a4cadda4c,5fc4529d9280f04a4cadda41,1.0,1.0,D,1.0,0.0,H,5fc451059280f04a4cad63dd,10.0,16.0,4.0,9.0,9.0,10.0,3.0,9.0,1.0,1.0,1.0,0.0,2014-15
20/12/14,5fc4529d9280f04a4cadda39,5fc4529d9280f04a4cadda43,0.0,1.0,A,0.0,1.0,A,5fc451059280f04a4cad63d4,11.0,13.0,3.0,3.0,14.0,16.0,4.0,5.0,2.0,2.0,0.0,0.0,2014-15
20/12/14,5fc4529d9280f04a4cadda3f,5fc4529d9280f04a4cadda47,3.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63d5,15.0,6.0,3.0,1.0,17.0,5.0,8.0,6.0,2.0,1.0,0.0,0.0,2014-15
20/12/14,5fc4529d9280f04a4cadda44,5fc4529d9280f04a4cadda35,3.0,2.0,H,1.0,2.0,A,5fc451059280f04a4cad63d1,17.0,16.0,7.0,6.0,16.0,8.0,5.0,11.0,1.0,0.0,0.0,0.0,2014-15
20/12/14,5fc4529d9280f04a4cadda3b,5fc4529d9280f04a4cadda36,3.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63d0,11.0,13.0,3.0,4.0,11.0,10.0,4.0,6.0,1.0,1.0,0.0,0.0,2014-15
20/12/14,5fc4529d9280f04a4cadda49,5fc4529d9280f04a4cadda45,2.0,1.0,H,2.0,1.0,H,5fc451059280f04a4cad63ca,23.0,9.0,6.0,5.0,9.0,8.0,9.0,6.0,1.0,0.0,0.0,0.0,2014-15
20/12/14,5fc4529d9280f04a4cadda38,5fc4529d9280f04a4cadda42,2.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63c7,10.0,10.0,2.0,4.0,8.0,17.0,9.0,4.0,0.0,3.0,0.0,0.0,2014-15
21/12/14,5fc4529d9280f04a4cadda4d,5fc4529d9280f04a4cadda3d,2.0,2.0,D,1.0,1.0,D,5fc451059280f04a4cad63cc,27.0,7.0,10.0,3.0,6.0,14.0,10.0,6.0,0.0,3.0,1.0,0.0,2014-15
21/12/14,5fc4529d9280f04a4cadda3a,5fc4529d9280f04a4cadda4b,0.0,1.0,A,0.0,0.0,D,5fc451059280f04a4cad63c8,15.0,16.0,7.0,3.0,15.0,15.0,7.0,1.0,4.0,4.0,0.0,0.0,2014-15
22/12/14,5fc4529d9280f04a4cadda3c,5fc4529d9280f04a4cadda46,0.0,2.0,A,0.0,1.0,A,5fc451059280f04a4cad63c9,13.0,15.0,2.0,6.0,11.0,4.0,6.0,5.0,3.0,0.0,0.0,0.0,2014-15
26/12/14,5fc4529d9280f04a4cadda3d,5fc4529d9280f04a4cadda44,2.0,1.0,H,1.0,0.0,H,5fc451059280f04a4cad63c7,15.0,16.0,5.0,2.0,6.0,15.0,6.0,2.0,1.0,4.0,1.0,0.0,2014-15
26/12/14,5fc4529d9280f04a4cadda45,5fc4529d9280f04a4cadda4d,0.0,1.0,A,0.0,0.0,D,5fc451059280f04a4cad63c8,16.0,10.0,0.0,3.0,7.0,5.0,8.0,2.0,0.0,1.0,0.0,0.0,2014-15
26/12/14,5fc4529d9280f04a4cadda46,5fc4529d9280f04a4cadda38,2.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63cc,28.0,6.0,9.0,0.0,8.0,14.0,8.0,6.0,0.0,3.0,0.0,0.0,2014-15
26/12/14,5fc4529d9280f04a4cadda47,5fc4529d9280f04a4cadda3b,1.0,3.0,A,0.0,1.0,A,5fc451059280f04a4cad63da,11.0,13.0,4.0,6.0,15.0,10.0,8.0,4.0,1.0,0.0,0.0,0.0,2014-15
26/12/14,5fc4529d9280f04a4cadda36,5fc4529d9280f04a4cadda3c,0.0,1.0,A,0.0,1.0,A,5fc451059280f04a4cad63dd,16.0,12.0,5.0,2.0,9.0,15.0,9.0,3.0,2.0,3.0,0.0,0.0,2014-15
26/12/14,5fc4529d9280f04a4cadda42,5fc4529d9280f04a4cadda49,1.0,2.0,A,0.0,1.0,A,5fc451059280f04a4cad63c9,22.0,8.0,6.0,3.0,10.0,14.0,11.0,1.0,1.0,2.0,0.0,0.0,2014-15
26/12/14,5fc4529d9280f04a4cadda41,5fc4529d9280f04a4cadda3a,3.0,1.0,H,2.0,0.0,H,5fc451059280f04a4cad63ca,9.0,8.0,4.0,4.0,16.0,9.0,4.0,5.0,1.0,2.0,0.0,0.0,2014-15
26/12/14,5fc4529d9280f04a4cadda4b,5fc4529d9280f04a4cadda39,1.0,3.0,A,1.0,1.0,D,5fc451059280f04a4cad63d8,12.0,13.0,3.0,5.0,12.0,6.0,10.0,4.0,4.0,2.0,0.0,0.0,2014-15
26/12/14,5fc4529d9280f04a4cadda43,5fc4529d9280f04a4cadda4c,1.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63d3,7.0,11.0,2.0,3.0,17.0,12.0,4.0,0.0,1.0,4.0,0.0,0.0,2014-15
26/12/14,5fc4529d9280f04a4cadda35,5fc4529d9280f04a4cadda3f,1.0,3.0,A,0.0,3.0,A,5fc451059280f04a4cad63d4,18.0,9.0,6.0,5.0,5.0,9.0,10.0,6.0,0.0,1.0,0.0,0.0,2014-15
28/12/14,5fc4529d9280f04a4cadda4c,5fc4529d9280f04a4cadda4b,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63c7,14.0,15.0,3.0,3.0,4.0,11.0,4.0,4.0,1.0,4.0,1.0,0.0,2014-15
28/12/14,5fc4529d9280f04a4cadda39,5fc4529d9280f04a4cadda42,0.0,1.0,A,0.0,1.0,A,5fc451059280f04a4cad63d5,18.0,4.0,5.0,2.0,12.0,12.0,7.0,1.0,0.0,1.0,1.0,1.0,2014-15
28/12/14,5fc4529d9280f04a4cadda3f,5fc4529d9280f04a4cadda45,2.0,2.0,D,2.0,0.0,H,5fc451059280f04a4cad63cf,17.0,12.0,6.0,3.0,18.0,9.0,10.0,3.0,4.0,1.0,0.0,0.0,2014-15
28/12/14,5fc4529d9280f04a4cadda3a,5fc4529d9280f04a4cadda36,3.0,2.0,H,1.0,1.0,D,5fc451059280f04a4cad63d1,13.0,9.0,6.0,2.0,13.0,8.0,8.0,3.0,2.0,2.0,0.0,0.0,2014-15
28/12/14,5fc4529d9280f04a4cadda44,5fc4529d9280f04a4cadda47,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63ca,11.0,10.0,3.0,3.0,11.0,17.0,9.0,4.0,2.0,1.0,0.0,0.0,2014-15
28/12/14,5fc4529d9280f04a4cadda3b,5fc4529d9280f04a4cadda46,1.0,1.0,D,1.0,1.0,D,5fc451059280f04a4cad63c8,9.0,7.0,1.0,1.0,23.0,14.0,4.0,6.0,2.0,2.0,1.0,0.0,2014-15
28/12/14,5fc4529d9280f04a4cadda3c,5fc4529d9280f04a4cadda35,2.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63d3,13.0,15.0,3.0,4.0,11.0,14.0,5.0,3.0,0.0,2.0,0.0,0.0,2014-15
28/12/14,5fc4529d9280f04a4cadda49,5fc4529d9280f04a4cadda41,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63d0,9.0,9.0,4.0,5.0,11.0,19.0,3.0,6.0,2.0,4.0,0.0,0.0,2014-15
28/12/14,5fc4529d9280f04a4cadda38,5fc4529d9280f04a4cadda3d,1.0,2.0,A,0.0,2.0,A,5fc451059280f04a4cad63c9,14.0,21.0,4.0,7.0,12.0,13.0,7.0,8.0,3.0,3.0,0.0,0.0,2014-15
29/12/14,5fc4529d9280f04a4cadda4d,5fc4529d9280f04a4cadda43,4.0,1.0,H,1.0,0.0,H,5fc451059280f04a4cad63d8,21.0,11.0,11.0,4.0,8.0,5.0,6.0,3.0,1.0,0.0,0.0,0.0,2014-15
01/01/15,5fc4529d9280f04a4cadda4c,5fc4529d9280f04a4cadda47,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63e1,14.0,6.0,3.0,0.0,11.0,12.0,5.0,2.0,1.0,1.0,0.0,0.0,2014-15
01/01/15,5fc4529d9280f04a4cadda39,5fc4529d9280f04a4cadda36,2.0,0.0,H,2.0,0.0,H,5fc451059280f04a4cad63cf,14.0,9.0,5.0,3.0,16.0,15.0,4.0,8.0,2.0,3.0,0.0,1.0,2014-15
01/01/15,5fc4529d9280f04a4cadda4d,5fc4529d9280f04a4cadda42,2.0,2.0,D,2.0,0.0,H,5fc451059280f04a4cad63ca,18.0,16.0,6.0,3.0,13.0,10.0,4.0,5.0,2.0,2.0,0.0,0.0,2014-15
01/01/15,5fc4529d9280f04a4cadda3f,5fc4529d9280f04a4cadda4b,3.0,2.0,H,0.0,0.0,D,5fc451059280f04a4cad63d3,32.0,4.0,12.0,4.0,14.0,7.0,10.0,4.0,2.0,3.0,0.0,0.0,2014-15
01/01/15,5fc4529d9280f04a4cadda3a,5fc4529d9280f04a4cadda45,3.0,3.0,D,2.0,1.0,H,5fc451059280f04a4cad63da,10.0,15.0,4.0,4.0,12.0,13.0,5.0,5.0,2.0,4.0,0.0,0.0,2014-15
01/01/15,5fc4529d9280f04a4cadda44,5fc4529d9280f04a4cadda43,1.0,1.0,D,1.0,0.0,H,5fc451059280f04a4cad63c8,24.0,25.0,6.0,6.0,22.0,5.0,4.0,9.0,4.0,0.0,0.0,1.0,2014-15
01/01/15,5fc4529d9280f04a4cadda3b,5fc4529d9280f04a4cadda3d,2.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63d1,13.0,11.0,6.0,6.0,14.0,7.0,2.0,7.0,2.0,1.0,0.0,0.0,2014-15
01/01/15,5fc4529d9280f04a4cadda3c,5fc4529d9280f04a4cadda41,1.0,1.0,D,1.0,1.0,D,5fc451059280f04a4cad63cc,11.0,6.0,2.0,2.0,8.0,12.0,11.0,7.0,0.0,0.0,0.0,0.0,2014-15
01/01/15,5fc4529d9280f04a4cadda49,5fc4529d9280f04a4cadda46,5.0,3.0,H,3.0,1.0,H,5fc451059280f04a4cad63d5,11.0,19.0,8.0,7.0,14.0,10.0,5.0,3.0,3.0,1.0,0.0,0.0,2014-15
01/01/15,5fc4529d9280f04a4cadda38,5fc4529d9280f04a4cadda35,1.0,1.0,D,1.0,1.0,D,5fc451059280f04a4cad63d0,8.0,14.0,3.0,3.0,6.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,2014-15
10/01/15,5fc4529d9280f04a4cadda45,5fc4529d9280f04a4cadda44,2.0,1.0,H,2.0,1.0,H,5fc451059280f04a4cad63d8,18.0,17.0,7.0,7.0,14.0,9.0,10.0,6.0,2.0,2.0,0.0,0.0,2014-15
10/01/15,5fc4529d9280f04a4cadda46,5fc4529d9280f04a4cadda3a,2.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63d3,9.0,11.0,5.0,5.0,13.0,13.0,7.0,4.0,2.0,3.0,0.0,0.0,2014-15
10/01/15,5fc4529d9280f04a4cadda47,5fc4529d9280f04a4cadda49,2.0,1.0,H,0.0,0.0,D,5fc451059280f04a4cad63c8,21.0,9.0,7.0,5.0,9.0,14.0,4.0,6.0,5.0,3.0,0.0,0.0,2014-15
10/01/15,5fc4529d9280f04a4cadda36,5fc4529d9280f04a4cadda3f,1.0,1.0,D,0.0,0.0,D,5fc451059280f04a4cad63c7,11.0,18.0,4.0,2.0,9.0,10.0,4.0,9.0,1.0,2.0,0.0,0.0,2014-15
10/01/15,5fc4529d9280f04a4cadda42,5fc4529d9280f04a4cadda4c,1.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63cc,11.0,12.0,3.0,1.0,18.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,2014-15
10/01/15,5fc4529d9280f04a4cadda4b,5fc4529d9280f04a4cadda4d,0.0,1.0,A,0.0,1.0,A,5fc451059280f04a4cad63d1,5.0,21.0,1.0,4.0,12.0,11.0,6.0,6.0,1.0,4.0,1.0,0.0,2014-15
10/01/15,5fc4529d9280f04a4cadda43,5fc4529d9280f04a4cadda38,1.0,1.0,D,0.0,1.0,A,5fc451059280f04a4cad63da,19.0,11.0,3.0,5.0,9.0,7.0,4.0,5.0,0.0,1.0,0.0,0.0,2014-15
10/01/15,5fc4529d9280f04a4cadda35,5fc4529d9280f04a4cadda39,1.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63c9,9.0,12.0,3.0,2.0,5.0,13.0,5.0,2.0,1.0,0.0,0.0,0.0,2014-15
11/01/15,5fc4529d9280f04a4cadda3d,5fc4529d9280f04a4cadda3c,3.0,0.0,H,2.0,0.0,H,5fc451059280f04a4cad63d0,14.0,7.0,6.0,2.0,11.0,11.0,9.0,1.0,0.0,3.0,0.0,0.0,2014-15
11/01/15,5fc4529d9280f04a4cadda41,5fc4529d9280f04a4cadda3b,0.0,1.0,A,0.0,0.0,D,5fc451059280f04a4cad63d5,10.0,9.0,0.0,1.0,9.0,10.0,3.0,5.0,2.0,3.0,0.0,0.0,2014-15
17/01/15,5fc4529d9280f04a4cadda4c,5fc4529d9280f04a4cadda4d,0.0,2.0,A,0.0,1.0,A,5fc451059280f04a4cad63d4,15.0,12.0,4.0,5.0,13.0,11.0,9.0,5.0,1.0,1.0,0.0,0.0,2014-15
17/01/15,5fc4529d9280f04a4cadda45,5fc4529d9280f04a4cadda47,2.0,3.0,A,2.0,1.0,H,5fc451059280f04a4cad63d5,7.0,11.0,4.0,4.0,10.0,20.0,5.0,7.0,1.0,3.0,0.0,0.0,2014-15
17/01/15,5fc4529d9280f04a4cadda42,5fc4529d9280f04a4cadda3c,0.0,1.0,A,0.0,0.0,D,5fc451059280f04a4cad63d8,7.0,13.0,3.0,3.0,9.0,6.0,6.0,5.0,1.0,0.0,0.0,0.0,2014-15
17/01/15,5fc4529d9280f04a4cadda3a,5fc4529d9280f04a4cadda3b,1.0,2.0,A,1.0,1.0,D,5fc451059280f04a4cad63e1,16.0,5.0,3.0,3.0,9.0,8.0,9.0,0.0,0.0,2.0,0.0,0.0,2014-15
17/01/15,5fc4529d9280f04a4cadda44,5fc4529d9280f04a4cadda41,0.0,2.0,A,0.0,0.0,D,5fc451059280f04a4cad63c9,18.0,12.0,4.0,7.0,12.0,10.0,3.0,3.0,3.0,2.0,0.0,0.0,2014-15
17/01/15,5fc4529d9280f04a4cadda43,5fc4529d9280f04a4cadda46,0.0,5.0,A,0.0,4.0,A,5fc451059280f04a4cad63d0,11.0,21.0,0.0,11.0,9.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,2014-15
17/01/15,5fc4529d9280f04a4cadda49,5fc4529d9280f04a4cadda4b,2.0,1.0,H,1.0,1.0,D,5fc451059280f04a4cad63d7,25.0,8.0,8.0,4.0,14.0,8.0,6.0,6.0,1.0,2.0,0.0,0.0,2014-15
18/01/15,5fc4529d9280f04a4cadda3f,5fc4529d9280f04a4cadda3d,0.0,2.0,A,0.0,1.0,A,5fc451059280f04a4cad63da,12.0,9.0,4.0,3.0,12.0,5.0,16.0,3.0,3.0,3.0,0.0,0.0,2014-15
18/01/15,5fc4529d9280f04a4cadda38,5fc4529d9280f04a4cadda39,3.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63c7,17.0,9.0,6.0,3.0,5.0,14.0,4.0,7.0,1.0,3.0,0.0,0.0,2014-15
19/01/15,5fc4529d9280f04a4cadda36,5fc4529d9280f04a4cadda35,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63cc,17.0,5.0,4.0,0.0,11.0,12.0,8.0,1.0,3.0,2.0,0.0,0.0,2014-15
31/01/15,5fc4529d9280f04a4cadda46,5fc4529d9280f04a4cadda3f,1.0,1.0,D,1.0,1.0,D,5fc451059280f04a4cad63d4,3.0,10.0,2.0,5.0,12.0,14.0,1.0,4.0,0.0,2.0,0.0,0.0,2014-15
31/01/15,5fc4529d9280f04a4cadda47,5fc4529d9280f04a4cadda36,0.0,1.0,A,0.0,1.0,A,5fc451059280f04a4cad63d3,13.0,14.0,3.0,2.0,12.0,14.0,6.0,1.0,0.0,3.0,0.0,0.0,2014-15
31/01/15,5fc4529d9280f04a4cadda39,5fc4529d9280f04a4cadda3a,0.0,3.0,A,0.0,1.0,A,5fc451059280f04a4cad63d5,13.0,12.0,8.0,5.0,15.0,13.0,3.0,3.0,4.0,1.0,0.0,0.0,2014-15
31/01/15,5fc4529d9280f04a4cadda4d,5fc4529d9280f04a4cadda38,2.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63d8,21.0,7.0,7.0,2.0,12.0,12.0,5.0,7.0,1.0,1.0,0.0,0.0,2014-15
31/01/15,5fc4529d9280f04a4cadda41,5fc4529d9280f04a4cadda42,3.0,1.0,H,3.0,0.0,H,5fc451059280f04a4cad63c7,12.0,4.0,5.0,1.0,8.0,12.0,4.0,3.0,0.0,1.0,0.0,0.0,2014-15
31/01/15,5fc4529d9280f04a4cadda3c,5fc4529d9280f04a4cadda44,3.0,1.0,H,2.0,1.0,H,5fc451059280f04a4cad63da,15.0,14.0,3.0,4.0,11.0,12.0,3.0,5.0,2.0,2.0,0.0,0.0,2014-15
31/01/15,5fc4529d9280f04a4cadda4b,5fc4529d9280f04a4cadda45,2.0,0.0,H,2.0,0.0,H,5fc451059280f04a4cad63dd,8.0,13.0,3.0,4.0,12.0,12.0,6.0,3.0,3.0,1.0,0.0,0.0,2014-15
31/01/15,5fc4529d9280f04a4cadda35,5fc4529d9280f04a4cadda49,0.0,3.0,A,0.0,2.0,A,5fc451059280f04a4cad63cf,13.0,14.0,4.0,4.0,8.0,13.0,6.0,3.0,2.0,1.0,0.0,0.0,2014-15
01/02/15,5fc4529d9280f04a4cadda3d,5fc4529d9280f04a4cadda4c,5.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63c8,13.0,9.0,8.0,2.0,6.0,10.0,7.0,7.0,0.0,2.0,0.0,0.0,2014-15
01/02/15,5fc4529d9280f04a4cadda3b,5fc4529d9280f04a4cadda43,0.0,1.0,A,0.0,0.0,D,5fc451059280f04a4cad63cc,15.0,6.0,6.0,1.0,11.0,9.0,9.0,0.0,1.0,1.0,1.0,0.0,2014-15
07/02/15,5fc4529d9280f04a4cadda4c,5fc4529d9280f04a4cadda46,1.0,2.0,A,0.0,1.0,A,5fc451059280f04a4cad63c9,8.0,12.0,1.0,5.0,8.0,7.0,7.0,7.0,3.0,2.0,0.0,0.0,2014-15
07/02/15,5fc4529d9280f04a4cadda36,5fc4529d9280f04a4cadda4d,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63c8,6.0,17.0,1.0,6.0,11.0,7.0,3.0,6.0,4.0,1.0,0.0,0.0,2014-15
07/02/15,5fc4529d9280f04a4cadda42,5fc4529d9280f04a4cadda47,0.0,1.0,A,0.0,0.0,D,5fc451059280f04a4cad63dd,19.0,14.0,5.0,2.0,15.0,6.0,8.0,6.0,4.0,1.0,0.0,0.0,2014-15
07/02/15,5fc4529d9280f04a4cadda3f,5fc4529d9280f04a4cadda39,1.0,1.0,D,0.0,1.0,A,5fc451059280f04a4cad63d0,18.0,7.0,5.0,3.0,9.0,8.0,13.0,1.0,2.0,4.0,0.0,0.0,2014-15
07/02/15,5fc4529d9280f04a4cadda44,5fc4529d9280f04a4cadda3b,0.0,1.0,A,0.0,0.0,D,5fc451059280f04a4cad63d3,12.0,16.0,3.0,5.0,13.0,16.0,3.0,4.0,2.0,2.0,0.0,0.0,2014-15
07/02/15,5fc4529d9280f04a4cadda43,5fc4529d9280f04a4cadda4b,1.0,1.0,D,0.0,1.0,A,5fc451059280f04a4cad63d5,16.0,4.0,7.0,1.0,11.0,13.0,7.0,1.0,3.0,4.0,0.0,0.0,2014-15
07/02/15,5fc4529d9280f04a4cadda49,5fc4529d9280f04a4cadda3d,2.0,1.0,H,0.0,1.0,A,5fc451059280f04a4cad63c7,23.0,7.0,8.0,3.0,8.0,12.0,10.0,3.0,3.0,5.0,0.0,0.0,2014-15
08/02/15,5fc4529d9280f04a4cadda45,5fc4529d9280f04a4cadda35,2.0,2.0,D,2.0,1.0,H,5fc451059280f04a4cad63da,12.0,12.0,5.0,5.0,10.0,15.0,5.0,6.0,0.0,4.0,0.0,0.0,2014-15
08/02/15,5fc4529d9280f04a4cadda3a,5fc4529d9280f04a4cadda3c,1.0,1.0,D,0.0,0.0,D,5fc451059280f04a4cad63cf,9.0,7.0,3.0,3.0,14.0,17.0,5.0,8.0,2.0,4.0,0.0,0.0,2014-15
08/02/15,5fc4529d9280f04a4cadda38,5fc4529d9280f04a4cadda41,1.0,1.0,D,0.0,0.0,D,5fc451059280f04a4cad63d4,13.0,18.0,6.0,6.0,7.0,13.0,9.0,9.0,2.0,2.0,0.0,1.0,2014-15
10/02/15,5fc4529d9280f04a4cadda3d,5fc4529d9280f04a4cadda42,2.0,1.0,H,2.0,0.0,H,5fc451059280f04a4cad63ca,17.0,11.0,7.0,4.0,13.0,14.0,6.0,6.0,2.0,2.0,0.0,0.0,2014-15
10/02/15,5fc4529d9280f04a4cadda39,5fc4529d9280f04a4cadda4c,2.0,0.0,H,1.0,0.0,H,5fc451059280f04a4cad63cc,10.0,11.0,4.0,4.0,16.0,11.0,3.0,7.0,1.0,2.0,0.0,0.0,2014-15
10/02/15,5fc4529d9280f04a4cadda4d,5fc4529d9280f04a4cadda49,3.0,2.0,H,1.0,1.0,D,5fc451059280f04a4cad63d5,16.0,14.0,7.0,5.0,13.0,17.0,5.0,7.0,3.0,6.0,0.0,0.0,2014-15
10/02/15,5fc4529d9280f04a4cadda4b,5fc4529d9280f04a4cadda44,0.0,2.0,A,0.0,2.0,A,5fc451059280f04a4cad63c7,16.0,19.0,5.0,4.0,8.0,12.0,8.0,4.0,2.0,3.0,0.0,0.0,2014-15
11/02/15,5fc4529d9280f04a4cadda46,5fc4529d9280f04a4cadda36,1.0,0.0,H,0.0,0.0,D,5fc451059280f04a4cad63d0,21.0,7.0,7.0,4.0,8.0,13.0,10.0,2.0,3.0,3.0,0.0,1.0,2014-15
11/02/15,5fc4529d9280f04a4cadda47,5fc4529d9280f04a4cadda3a,1.0,1.0,D,0.0,1.0,A,5fc451059280f04a4cad63d8,7.0,5.0,3.0,1.0,10.0,11.0,5.0,2.0,1.0,2.0,0.0,0.0,2014-15
11/02/15,5fc4529d9280f04a4cadda41,5fc4529d9280f04a4cadda45,3.0,1.0,H,2.0,1.0,H,5fc451059280f04a4cad63cf,11.0,13.0,7.0,3.0,15.0,8.0,5.0,8.0,4.0,3.0,0.0,0.0,2014-15
11/02/15,5fc4529d9280f04a4cadda3b,5fc4529d9280f04a4cadda38,0.0,0.0,D,0.0,0.0,D,5fc451059280f04a4cad63d1,21.0,4.0,7.0,1.0,12.0,11.0,8.0,2.0,2.0,1.0,0.0,1.0,2014-15
